starting_price,market_avg,seller_rating,bid_count,duration,category,popularity,condition_score,final_price
211968,280293.43216152873,3.19,21,4,Electronics,0.6423860151538027,1.0582188683850786,498842.41236982675
372889,434200.8341740333,3.2,25,3,Real Estate,0.7334330140039725,0.9108908891694041,1047010.5980494181
180502,272266.56182329304,3.19,2,7,Furniture,1.3784617436255164,1.1407097547382787,288038.51713811734
328118,521424.8996052951,3.94,9,3,Furniture,0.6851548042815754,0.8006650922090095,474551.0698978768
463920,720886.2133228044,3.74,23,5,Furniture,0.7764498161539956,0.9016793821529279,1352592.9096949226
132808,222707.48838332246,3.66,12,6,Antiques,1.3318267575091707,1.2855239319802183,509627.0036949618
374680,736641.2043173445,4.03,0,3,Electronics,1.1388118309087245,1.1139867352206716,460418.71881071967
477051,540942.4936969171,3.29,18,5,Furniture,1.0737000828443153,1.2305292807576964,2026538.1270363214
174581,276253.6298953221,4.14,5,7,Furniture,0.5143070549686414,0.9501899277326007,209901.09985692654
114765,181414.931777738,4.27,12,1,Antiques,0.7637651225650938,0.8306429804678437,168259.77777796699
475847,905127.5581100251,3.69,8,3,Furniture,1.1332096168304804,0.864889151825164,857563.8879125279
497658,885975.7236648954,3.46,14,5,Furniture,1.282535265359783,1.2707227061346265,1811197.846922709
298832,562509.8145876564,4.04,22,4,Antiques,0.7157144709358214,0.7079064523339637,584283.817424928
334155,511615.27630051156,4.33,17,2,Electronics,0.5227641518899834,1.1414445658426995,748997.5941592787
474102,913216.1604572863,3.08,7,4,Antiques,0.9227430850771827,0.8824672649401322,791520.7551334555
339182,444204.35302708665,3.12,10,3,Antiques,1.230563243929701,0.7739199147438756,695585.8058032204
227593,306844.52789563645,3.94,25,4,Vehicle,1.362763538268823,1.0623476340791964,1030689.5212452544
252395,309464.13433891925,3.95,8,3,Antiques,0.9918689004883089,1.075793127242006,448029.8500811522
483392,820901.3156244269,3.12,14,1,Electronics,1.2098961535299178,1.2483075646743145,1657281.713775469
250032,375568.3215243482,3.41,3,6,Antiques,0.6460668293394826,1.0914558285530394,315846.68501317647
248323,313348.875863003,3.8,8,1,Electronics,1.4011140456256337,1.280459259101483,628785.9886038518
38279,71312.29790288326,4.1,5,3,Real Estate,1.0295894565389783,1.2059073688167092,72590.8999505689
18878,29090.533439678766,4.87,22,1,Electronics,0.6252948677931278,0.9932889226409307,51814.035195893935
32513,42288.86147949685,4.86,21,3,Electronics,1.4071676539322246,0.9839474032779577,123213.13505044881
8956,13048.90465916451,3.36,16,1,Electronics,1.1475543703695688,0.8238040852564529,19098.253825765212
338629,535136.6433638788,3.5,8,2,Furniture,1.2485616041757288,0.8299907572612744,615247.2498120462
409068,697355.91750932,4.24,11,2,Electronics,1.4584656223103962,1.2460901596115197,1567236.3259503366
450684,633506.1153704443,3.0,4,7,Vehicle,1.0038038281677286,0.8910407702997867,642624.1170266279
443952,698615.3479626729,4.43,17,1,Antiques,1.4820952096860065,0.9222782107926603,1364444.6525810594
74703,106745.65472850105,4.86,14,2,Antiques,0.9672743423083721,0.8073447970484328,164275.46024739507
204838,349935.50720093126,4.01,21,1,Vehicle,1.0717494926093951,1.20533471656034,811648.5202899541
289288,455222.2587535648,4.66,14,2,Vehicle,0.974872932099569,1.1929749790336668,785007.1735068706
288151,386990.94648996624,3.29,11,7,Vehicle,1.3417433604919595,1.0114427740030316,780224.129227037
220537,275792.22793430125,4.61,24,2,Antiques,1.007493205956236,0.9940408844077788,834800.0233845144
487253,543151.1410608112,3.15,10,7,Real Estate,0.6321095220071227,1.0952000817310943,801672.6682003543
336312,622434.7822596461,3.42,9,3,Vehicle,1.0904612040416248,0.8798219128277593,612149.160611295
142014,255983.5286789239,4.88,14,1,Electronics,1.3724834755155868,1.038104569755238,482871.218547728
135081,239899.8979705702,3.3,18,5,Vehicle,0.560791967802363,0.7408787756654118,188579.69845470838
473504,652179.1762372757,4.48,21,4,Electronics,0.6863170094017921,0.7750619161962928,1047298.833274647
244830,333424.4186536177,4.44,21,4,Furniture,0.5064570016619326,0.7288662782049186,384145.90774447494
301190,380017.62445682415,4.98,14,4,Electronics,1.4682790344551488,1.226346068819744,1271683.868306454
227261,367315.94910079887,4.98,0,4,Real Estate,1.3593651390210746,1.2146581681280444,273665.8225969434
27880,38596.6364486796,4.85,25,2,Vehicle,1.4068353325186695,0.9483190260682082,122970.52928949484
138110,157545.0361860805,4.84,11,6,Antiques,0.5039179193983797,1.2303380275307951,242087.71398200557
385559,438584.85023762414,3.62,16,5,Antiques,1.4039075794022546,0.738545330310698,834292.4995954848
86436,101610.34871536674,3.95,2,7,Electronics,0.8555381597738007,1.206887471093114,113156.02097285904
233655,257302.46623402636,3.96,25,3,Vehicle,1.4204021898603452,0.9632963185613531,1151849.2856575884
260863,415248.9903463363,3.18,4,1,Furniture,0.7367113751689001,1.1281369336997553,355269.10787405254
377614,689937.7572891847,4.9,21,3,Antiques,0.5578242235360241,0.7207252073495658,646291.1231956525
211035,373226.49475532817,4.34,0,5,Electronics,0.8753516145645356,0.9915228661341511,249777.36921084597
101802,199220.9076897791,3.44,25,2,Antiques,1.495990850542193,0.7443587209408328,326116.2626428202
196566,277272.8443115773,3.23,3,4,Electronics,0.5756841592257714,0.8571860071814614,230287.6864941481
472262,920820.0771018041,3.25,18,6,Antiques,1.0808791181151851,0.8793486384899974,1258980.8618434826
203886,239160.00288412295,4.97,11,2,Furniture,1.15235572451977,1.0107634750384733,512260.7347543912
385125,749797.9326363086,4.97,11,5,Real Estate,1.2363859177811296,1.1524448934242681,1222189.8701942456
299501,341935.20992360916,4.83,17,1,Antiques,1.2334507525615366,0.9658935949014147,1062338.002049291
310315,426792.5425852066,4.76,24,4,Real Estate,0.7945396800747686,0.7171096761511734,584992.3659143555
223752,346992.16772596556,5.0,20,3,Real Estate,1.0170223688104945,0.7238850052214465,568648.2446691113
265776,466527.7601365678,4.86,8,7,Furniture,1.4482819691239253,1.1938253194466277,694424.7823620327
458490,632886.125351025,3.33,5,6,Real Estate,1.3758714067906495,1.2212230744242494,863811.956177813
474905,781832.6236818719,3.0,4,1,Furniture,0.6760465428302392,1.1702324222037515,744162.5776514707
322892,556380.452950664,4.16,0,1,Electronics,0.5807672303415948,1.1815877067537202,379578.7565358243
117789,185966.05081837383,3.07,14,7,Antiques,0.9553867561679996,1.029146172461337,317525.409005784
120316,224154.41327412802,4.89,8,6,Real Estate,0.9589705591880096,0.8581490903873132,177773.3347624753
190983,299819.48275097576,4.85,15,4,Vehicle,1.3220886179126223,1.1800876064921288,784948.1543383175
352738,552089.2774928057,4.76,2,2,Furniture,0.9105629728536723,1.0860281114522625,445737.78466940153
45908,52060.5199955978,3.59,2,5,Real Estate,0.8841020228366251,0.7815142873445746,44244.20099370397
82143,107731.50443424693,3.18,19,3,Furniture,1.244774880114321,0.8568730174688188,276471.10970498796
336811,671303.6283748309,4.21,3,7,Antiques,0.9461881373210271,1.1584627407686423,573209.1871559989
10416,14173.65188847647,4.06,2,2,Antiques,1.3050978769638664,1.1852008089090766,15812.671817330447
50737,86495.76148803026,4.22,13,2,Vehicle,1.2452857943807483,1.2205008064409073,154443.303834824
370471,513557.3926120447,3.74,4,4,Real Estate,0.6098432845987533,1.210690997802032,539943.7233576754
219876,262617.93527450186,4.56,0,6,Furniture,1.2627020699217224,0.9164377845090248,184520.52838046648
215310,357869.7683743311,4.65,25,7,Vehicle,1.4261866022265315,0.9856876777156358,1011866.5317076689
350253,451308.8978195474,4.67,9,4,Furniture,0.5780454351549802,1.2554665572974946,656479.8949268006
170482,318999.1506105772,3.49,25,1,Electronics,1.3455560135734066,0.7820723592221823,526039.9097803076
347760,559371.0332334472,4.19,22,5,Real Estate,0.8773907288309195,1.2888412676718284,1449559.665804831
127855,231379.64881194636,4.3,5,7,Electronics,0.5753619401231884,0.7990241811913683,136875.05835928206
453396,676244.6059716629,3.55,9,7,Real Estate,0.5350021783027774,0.7909830729449563,484233.20360698225
234738,364328.4070056218,3.5,18,5,Electronics,0.5341740086563975,1.257883289001859,573386.4841799189
228666,261755.03548842712,4.89,6,1,Electronics,1.0382079550911265,1.2026042012649665,458243.1689230209
221073,289907.02424819535,4.29,12,3,Vehicle,0.6977836047733703,1.1013778223712274,528908.0747193759
444526,873297.9120551572,4.69,25,7,Furniture,1.331564351372073,0.8880711625619587,1853333.0324841544
294839,553573.618596563,4.16,19,6,Antiques,0.7231942109537355,0.8361578175581177,564092.0113533821
480123,772653.0405131609,3.34,18,2,Furniture,0.7944136674057358,1.070499382874828,1299391.528576735
4581,5179.277493590205,4.28,0,6,Vehicle,1.315061376348869,0.7388699566374888,3732.374186142216
411962,628877.4046923411,3.85,18,5,Vehicle,0.5043499892205507,0.9228048027727088,757487.9213498696
96911,111358.17158883576,3.1,0,1,Vehicle,0.6509506790942208,0.8625303345560593,90030.79379316475
398261,498285.58010332444,3.22,1,4,Electronics,1.0570029357874873,0.7725440059298545,337598.1985151478
211461,393823.135429161,3.49,0,1,Vehicle,0.6575019762768274,0.9286870873921473,203739.94189471487
238450,457088.8674395261,4.47,15,2,Furniture,0.7471583164290424,1.0491901141671054,535019.7355303991
276108,384589.0177655198,3.77,11,1,Furniture,0.5396326462557007,1.0308963078101492,537297.0507622171
362173,662763.9017298357,3.21,12,5,Real Estate,1.0622196821105307,0.7372624891436018,675739.0198407667
21079,25245.438923603342,3.18,18,3,Real Estate,0.952694490202741,1.169773884051083,67980.14997359511
360915,552660.5843998679,3.64,20,3,Antiques,1.1865704134589006,0.8296389416960476,1100451.8338626588
190348,303123.7269702006,3.96,23,6,Electronics,1.2268602080811455,0.8762569112535674,610909.3283792377
73615,138453.8271837607,4.1,6,6,Electronics,1.3557388540626034,1.2080607181434386,172217.40011795118
379797,595365.1901085312,4.93,18,2,Antiques,1.0666305220517431,0.8006776556739088,980236.8803416151
422662,532001.9510753024,3.84,12,7,Real Estate,0.5387579075598689,0.9949074565081056,752144.6701291014
255102,322396.5393380632,4.85,15,1,Antiques,1.0816967134083812,1.074453687005659,743308.7355298824
301332,348897.4151479137,4.85,2,5,Electronics,0.6669833801610197,0.8739369196491465,302266.94906481495
55554,88421.61546937193,4.44,19,7,Antiques,0.8540226635779781,1.279785084529383,216247.40718594976
55612,109520.27497802887,3.19,22,7,Antiques,0.7455123827849857,0.7510295347717447,112640.84289157331
242877,288737.28077784984,4.22,18,4,Electronics,1.290624921972777,1.1879152375605482,884910.651292148
348146,544742.3488862177,4.62,11,1,Electronics,0.9849867676719554,0.7503832608004779,618108.1949030835
9911,17674.20197593983,4.48,23,1,Vehicle,1.4760293470595063,1.2809831987090758,62236.62309650283
408759,710983.343044089,3.33,10,4,Antiques,1.2221360333951699,0.9722837151729493,1056128.352709384
403773,581636.8354773253,3.12,19,6,Vehicle,0.7542492550348091,1.0919478675710441,987657.8607136265
432255,486799.43943492323,4.7,9,3,Furniture,0.5421590528465146,0.8910000545318972,517961.0320803916
243062,428712.31753324973,3.19,6,4,Real Estate,0.7128742497933109,0.8755048734160117,352433.38188636757
441094,754419.2281544654,4.56,6,2,Furniture,0.7952341879634643,1.2719094981938626,789144.0002853947
464923,603555.2140932464,4.95,16,4,Vehicle,1.4272161366367442,0.8821856512455454,1532546.4555354714
375175,542165.4028370098,4.53,25,2,Antiques,0.670940652961981,0.9015809950993179,935816.2979280328
493484,713521.3204359161,4.61,12,5,Electronics,0.7933230806345968,1.1059177582731872,1023041.9198820958
312119,499695.2764427757,4.2,7,7,Vehicle,1.2534055079855477,0.7421311958065113,442424.26163700543
251471,502284.62638523837,3.76,8,2,Electronics,0.548842403132683,0.9935792103620864,370238.26847059996
335322,474800.1930920911,4.34,15,3,Antiques,0.8531624740581645,0.840259346807581,588281.7522004171
143671,225476.35295929963,3.13,6,7,Real Estate,1.4933440353373166,0.820085056792857,221203.25762695173
238116,434447.8855314438,3.48,11,5,Vehicle,1.4704700198511742,0.9640895352325847,550896.3333437145
452596,518524.4588601315,4.13,20,3,Vehicle,0.8497189637589303,0.761107052854918,1003799.2234952147
335588,543864.3685275273,4.81,20,5,Antiques,0.5537530468948502,1.182185116158677,806059.5165818676
2418,3054.8540180361765,4.01,25,4,Real Estate,1.2761202930907003,0.9215858707241641,10158.773732420213
433293,611864.0291569036,3.24,21,6,Vehicle,1.4529868624435422,1.2912153054411744,2174104.903430598
66917,118983.55384186326,4.88,14,5,Furniture,1.2076771910345157,0.9270686306574353,191331.35901752856
351567,528028.4265748388,4.92,7,6,Vehicle,0.5990124327730793,0.8379872395300347,415770.5635849356
153264,232733.36233556352,3.39,5,7,Furniture,0.7487469974482016,0.7013371023407978,140127.7167018041
456322,792299.6352828654,3.52,12,3,Electronics,1.3211221415869352,0.7595338434182892,983644.992396534
294702,333784.5309929728,4.14,22,1,Vehicle,1.4234597436721397,0.8626346527360392,996828.8571607148
487666,846690.5788904662,3.02,15,4,Antiques,1.2371407669033947,0.9270128769793831,1519559.7654409946
228059,443290.5135769055,3.87,0,6,Furniture,0.9192979165723006,0.7002870783574175,184937.19257792836
346470,588888.4993595959,3.8,22,4,Electronics,1.168882681696141,1.0238044687682817,1226115.5244385784
37563,60047.61921351571,4.34,23,2,Vehicle,1.154717806704112,1.2112183946297903,165973.80066498232
132802,234704.57985714785,4.43,4,2,Furniture,0.9822586390047426,1.0914968800772602,238828.15968927764
338810,502928.1470910352,3.58,12,6,Antiques,1.0417859703283234,1.0466991793903238,918903.2929818811
54828,60782.71647564988,4.59,7,3,Vehicle,0.6708418620239196,0.7103833356429586,67844.04076531804
377886,651375.6878598024,3.52,23,2,Real Estate,1.2064403356792281,0.8124306560300582,1382604.481453391
69763,105754.22309531312,4.97,7,6,Electronics,0.9954671978907784,0.9514913886319815,105813.11089682742
262157,343514.8788044352,3.68,13,2,Real Estate,1.342243841107127,1.288414422843726,900767.9965780586
224597,250706.1716496256,3.31,15,7,Electronics,1.275321630927325,1.1719102569313369,855412.3988562743
33493,55350.596610601126,4.4,11,5,Antiques,1.2567669292021901,0.8287415980871614,77144.39664737282
197327,382454.113355278,3.72,2,1,Real Estate,0.5840663203676976,0.7931208468419055,179846.82003039488
494888,666701.137029835,4.66,1,6,Furniture,0.8921551611038709,1.1408863288622004,669470.4933227745
173543,225908.27449129196,4.71,22,1,Vehicle,1.1731190467051484,1.2713165313575092,888373.1206975061
331031,543646.3580831898,4.74,19,1,Antiques,1.162141533338191,1.2524700064983725,1379293.127509545
301678,395591.70929284027,3.78,24,3,Antiques,1.3614108662710234,0.7077308807055973,963645.8965158656
401995,594238.9537510258,3.78,4,7,Vehicle,0.9221339460412882,1.0807922251774267,559575.1674593966
1739,3410.4521250608386,4.45,0,5,Antiques,0.8790448727327119,0.8726190348443155,1656.8503149072621
271507,302031.04478132003,3.15,24,1,Vehicle,0.8807848085531089,0.9067465744481797,820803.8256687984
412706,523291.0125298677,4.54,11,1,Vehicle,1.2016376059657423,1.1274469873955972,1137889.750005025
467756,542042.9947066783,4.13,24,1,Furniture,0.5184130942826348,0.7149521201407032,677548.9447481317
213297,344286.8071791983,4.82,24,7,Vehicle,0.8142188733619163,0.8134902008388126,504505.1298391216
364184,566285.2277043534,4.67,21,7,Electronics,1.4458506730488088,1.1116959234395716,1878379.5999198353
53563,85924.8688181702,4.75,6,5,Vehicle,1.124910919073196,1.1605317477502861,118923.40571537838
437243,522087.8777127476,3.07,2,6,Real Estate,1.1866123694496888,0.9918302149365414,520726.9203285375
222759,382674.98009818606,4.95,6,1,Antiques,0.9845977164596151,0.7965231693963248,300262.03062905755
481503,945560.1998446274,4.34,17,2,Vehicle,1.4765023530174015,0.9030292439206719,1435770.496669815
198362,357790.3822335598,3.3,13,5,Vehicle,0.7665516512830688,1.0589177113587103,415739.6226443457
372093,476994.7742642504,4.49,14,6,Real Estate,1.0724245506883903,1.034685434459121,938882.6495773841
397161,537466.9460105207,3.77,24,5,Electronics,1.1412519510392252,1.0293680413413324,1754350.1223267217
385563,736768.8815545883,4.94,23,3,Electronics,1.2112493652804093,0.8404034939129623,1436568.233335156
92013,153742.55758566226,3.28,17,2,Antiques,0.518838189170583,0.7175272480484577,135327.2876091644
357257,713514.4961136325,4.33,17,1,Vehicle,0.5652606319324796,1.1135062533516846,917034.8825736636
414960,659532.0752183344,3.04,17,6,Vehicle,0.5832150728419254,1.2479905541947387,989779.3676362039
132365,239859.3717419572,4.2,16,3,Vehicle,0.6928954486187278,1.0900248779281716,333903.9165602034
255969,432163.6032012296,4.25,25,1,Real Estate,1.475474180643029,1.1400346017595844,1449546.7640639707
201841,309941.7073254258,4.45,6,1,Antiques,1.0041849171930521,1.2048291982219825,373344.5139077731
431593,734288.0126340202,4.42,13,2,Vehicle,1.086067988483719,0.7305143253366396,774369.2441381168
82105,146431.35002538157,4.9,23,4,Vehicle,0.7188226383042368,0.8911245649487991,213952.43798362167
65209,124434.2491092108,3.11,2,3,Real Estate,1.1015746662147374,1.0280212165015477,79063.36966067858
356858,483499.0397728793,3.81,10,4,Furniture,0.529799856217959,1.164534760106747,591160.3874764325
28574,56486.68113369177,3.02,2,4,Vehicle,0.5853466549877455,1.1536855733410012,35029.46544107041
310492,407677.0063669675,4.15,4,7,Antiques,0.5279634240172479,0.9287632370553275,327047.3240144855
121828,186754.3003634742,4.2,11,1,Antiques,0.7555775951340813,0.7247465876465712,146026.63989254824
349737,511461.0442595335,4.13,15,7,Furniture,0.6623313182545865,0.9868326427882643,632672.5966948261
32237,39547.91738687601,4.69,10,7,Real Estate,1.0533332628909848,1.2173358745269676,89302.52481377457
483673,729825.5658477094,3.19,1,3,Electronics,1.4700670580056492,1.0247021828595415,572307.451003947
388693,443184.338461159,3.3,22,6,Electronics,0.7069471723862,1.0998841636918457,1165057.877560233
229601,320655.95947621216,3.16,6,6,Electronics,1.175787996331397,1.2434315104562512,440016.1411412304
301270,409600.52980838285,4.7,3,3,Furniture,1.208517277942557,0.8739610618364912,383471.9620358273
156448,253610.95412508497,3.13,10,7,Real Estate,1.2816278072844167,1.1554364607647507,405650.15716548875
244066,347192.9991676045,4.87,14,4,Real Estate,1.352491342859944,1.2483084895508054,947578.958216287
143881,179402.52868456623,3.36,14,5,Electronics,1.1900444388095002,1.1791654518118317,448163.5975617378
477763,894401.2325723112,4.65,13,4,Electronics,1.0659307159432023,0.7572838930817213,794318.7036867901
217727,256066.0158288298,3.87,3,3,Electronics,1.0760539841930064,0.8393971353076966,270235.77682205755
229634,377293.36733227555,4.19,1,3,Antiques,0.5564943930099902,1.154416393974083,278580.4650762823
125367,192954.8055123434,3.22,2,5,Real Estate,0.9332839612566897,1.0315615608474364,146934.0315339675
358725,690047.4602270034,3.96,16,7,Furniture,0.8134454420531402,0.8649807416897494,780131.6197526824
52152,90749.32010864817,3.95,0,5,Furniture,0.9772825489378233,1.0594510352402668,51076.38338954622
415825,732809.5814411503,3.86,21,4,Furniture,0.9979119405149336,0.8316100389413086,1198857.6534891757
371292,619252.6900590362,4.0,5,5,Antiques,0.8887630266956207,1.2650950563000065,806288.9406508439
125804,166940.78962924686,3.04,19,1,Electronics,0.5255391843107537,1.0690586223453078,311096.8025515751
269582,325173.3136266044,4.09,5,7,Electronics,1.434420405934338,1.222861663672402,613826.7749740309
227117,419551.8386431934,3.19,0,4,Real Estate,1.2701642567443394,0.863444203704669,203929.88107520904
134243,214236.42685450174,3.88,0,2,Vehicle,0.9353176772441265,0.9096896135925587,123647.59403759538
6954,9202.320444214942,4.08,22,3,Antiques,0.8273743062395795,0.8648528325426322,16452.16931780532
360992,607567.617831494,4.21,20,5,Real Estate,1.4803158417707527,1.0311750881641806,1708207.0760886453
180807,229147.41719014873,3.59,24,5,Vehicle,0.9341195629431154,0.7189319266108194,505060.4568011915
359919,402802.6471315004,4.67,3,6,Antiques,0.9825964739092626,0.9658381220584499,453831.52286919067
43829,80874.39469946316,3.25,2,3,Furniture,0.9078874352238424,0.9970966727170997,59422.6373529581
406753,716341.5521631745,4.77,19,3,Antiques,0.8686430231983137,1.2571603563012248,1383416.5655223606
146342,268922.5371567941,3.3,3,5,Real Estate,0.6386872745365182,1.082092559064437,221333.76130661706
373948,667171.3217296005,3.71,11,7,Vehicle,0.7823205733987225,1.1964980673419148,765142.1080570099
247944,490813.24067163427,3.11,10,5,Electronics,0.9955278836716063,0.757809761220341,420477.66285432864
313291,498714.31610963354,3.29,23,5,Furniture,0.7795886843664946,1.1163962458208991,1085034.8157069348
110895,200021.84610835297,3.13,10,5,Furniture,1.3623316677166262,1.2819848644024263,390307.11626398226
176443,207699.51546948435,4.04,16,2,Electronics,1.1563191978439082,0.8471351828778975,495463.52127800375
241511,318950.01550723944,4.03,13,1,Antiques,0.6852304102445329,1.0014836837631704,442334.1160460007
354180,565343.5593335739,3.05,13,5,Vehicle,0.584422578721928,1.137992180222002,826303.0306408869
52710,80486.54741255734,3.93,18,6,Real Estate,1.3278949784626586,0.8408684351000895,159056.4937776593
3623,5986.315601589457,4.23,15,5,Electronics,1.2334405072245616,1.1472860667282703,10667.375657400802
493655,703800.7338190897,4.14,11,5,Electronics,0.8040851241629744,1.2729845628232508,1387849.2187042495
426733,529111.8182017879,4.49,25,5,Furniture,0.779461594853872,0.8909419363565398,1187053.2436059553
200688,295223.49649323814,4.44,22,3,Electronics,0.7796784111160229,1.1507975746995263,642759.9809287295
141994,193559.15666958495,4.67,22,2,Furniture,0.6159511209467573,1.1669434424516234,439234.1836346967
414904,471664.44518103404,4.26,17,2,Vehicle,0.7045789426131133,0.7130624919394657,709230.5485697337
449008,760746.1871795208,4.14,15,5,Vehicle,0.764643476347837,0.9528435193586058,1089363.0335525759
66698,100417.49457723722,4.64,2,7,Furniture,1.2038310761435973,1.0891480076838624,107830.22533441176
115855,178122.91870342143,3.79,5,1,Furniture,1.2650226871092438,0.7054958826453082,153215.3314307053
476713,764206.0067370478,3.61,25,3,Electronics,1.0968264300937283,1.0371917817596157,2099097.741779441
234183,416734.7049614254,4.74,25,3,Antiques,0.5734088445976006,0.7251975948809435,484381.7118401657
200302,357707.42422434315,4.84,8,6,Furniture,1.476403413358702,1.2340625124552513,531165.2618138078
449666,790911.2224869652,4.27,6,5,Vehicle,1.2485840884925998,0.9065087912045202,706551.8758323462
130131,246011.28385078633,3.86,18,4,Furniture,1.4092463811912193,1.2800879555980296,668212.4804313084
270649,432236.9866753475,4.28,5,5,Furniture,1.3470697279817907,1.0620015566369223,514807.94479747815
120807,179141.7365873225,3.14,17,2,Electronics,0.5545765975107837,1.2464432069128248,333527.8954968229
437902,733959.194294831,3.5,8,6,Furniture,1.2627426264852466,0.7610099515297806,713285.147133509
121626,193316.16663060358,3.26,5,4,Furniture,1.3858931705883992,1.1430137656575194,279721.590784876
498821,987313.7669022566,4.42,22,7,Vehicle,0.9452769646796819,0.7289593985850312,1032234.8074246406
74856,96768.46141052792,4.28,18,4,Real Estate,1.3180218376595758,0.8376201173201738,240247.5361359231
477169,711095.4741281389,3.06,1,3,Antiques,1.398359681619165,0.985214048432,573948.8648075634
230622,449477.84911023045,4.63,2,3,Furniture,0.6801702872110632,0.8815315217512304,242881.12983844653
441593,826224.2260498729,3.32,22,2,Vehicle,1.447149385947737,1.1366408593713484,2033702.2054691075
80789,117897.83912598738,3.57,16,1,Vehicle,1.4471140298065883,1.0629140104639327,288126.3568423722
71196,139877.8207132775,4.6,18,4,Vehicle,1.0812405709642974,1.051128085966329,211457.23631578492
309886,381164.6477562762,4.11,7,5,Furniture,1.014235376644824,0.7227365549010519,421208.5673979822
174606,240652.5567169858,4.61,14,7,Antiques,1.4659170367654144,0.7243109849745698,380346.34737966437
158297,242291.32393195573,4.63,4,6,Furniture,1.0789523650271946,0.8798690453159674,217925.0290173184
83115,142444.272619422,4.46,16,6,Vehicle,0.6144512575392604,0.835355245441719,146032.08811670428
126114,160714.29910632552,4.05,0,5,Vehicle,1.1403821536865113,1.2956658246815882,174383.50361512668
36273,54134.03249768955,4.57,22,7,Furniture,1.0018801214825088,0.7037556854664447,88374.62735924032
483105,886246.7419695139,3.53,4,5,Antiques,0.5918243649337451,0.814480838899019,440842.5287754919
120679,220731.45329351342,3.29,0,4,Real Estate,0.916370498026752,1.2114701227616997,149676.51438607875
